State,DivisionId,DivisionAb,DivisionName,PartyAb,CandidateSurname,Votes
ACT,318,BEAN,Bean,ON,AMBARD,2680
ACT,318,BEAN,Bean,LP,HIATT,29241
ACT,318,BEAN,Bean,GRN,SAVERY,14559
ACT,318,BEAN,Bean,UAPP,CONWAY,2831
ACT,318,BEAN,Bean,ALP,SMITH,41060
ACT,318,BEAN,Bean,IND,CHRISTIE,8023
ACT,318,BEAN,Bean,,Informal,2915
ACT,101,CANB,Canberra,,Informal,1668
ACT,101,CANB,Canberra,ON,MILES,1531
ACT,101,CANB,Canberra,UAPP,SMITH,1687
ACT,101,CANB,Canberra,ALP,PAYNE,41435
ACT,101,CANB,Canberra,LP,MINSON,20102
ACT,101,CANB,Canberra,IND,BOHM,4772
ACT,101,CANB,Canberra,GRN,HOLLO,22795
ACT,102,FENN,Fenner,,Informal,2533
ACT,102,FENN,Fenner,ALP,LEIGH,44100
ACT,102,FENN,Fenner,UAPP,ELTON,2346
ACT,102,FENN,Fenner,GRN,SOJIC,15294
ACT,102,FENN,Fenner,LP,KUSTER,25416
ACT,102,FENN,Fenner,ON,GRANT,2419
ACT,102,FENN,Fenner,LDP,JAKEMAN,1706
NSW,103,BANK,Banks,,KHOUW,886
NSW,103,BANK,Banks,ALP,ALP_BANK,35509
NSW,103,BANK,Banks,LP,LP_BANK,44197
NSW,103,BANK,Banks,GRN,GRN_BANK,8536
NSW,103,BANK,Banks,ON,ON_BANK,3240
NSW,103,BANK,Banks,LDP,LDP_BANK,1156
NSW,103,BANK,Banks,UAPP,UAPP_BANK,5563
NSW,103,BANK,Banks,,Informal,7274
NSW,104,BART,Barton,,Informal,8447
NSW,104,BART,Barton,,KHOUW,75
NSW,104,BART,Barton,ALP,ALP_BART,46861
NSW,104,BART,Barton,LP,LP_BART,28705
NSW,104,BART,Barton,GRN,GRN_BART,10749
NSW,104,BART,Barton,ON,ON_BART,4742
NSW,104,BART,Barton,LDP,LDP_BART,108
NSW,104,BART,Barton,UAPP,UAPP_BART,6400
NSW,105,BENN,Bennelong,IND,TINK,8698
NSW,105,BENN,Bennelong,ALP,ALP_BENN,33911
NSW,105,BENN,Bennelong,LP,LP_BENN,42996
NSW,105,BENN,Bennelong,GRN,GRN_BENN,10927
NSW,105,BENN,Bennelong,ON,ON_BENN,1625
NSW,105,BENN,Bennelong,LDP,LDP_BENN,1517
NSW,105,BENN,Bennelong,SPP,SPP_BENN,425
NSW,105,BENN,Bennelong,IMO,IMO_BENN,181
NSW,105,BENN,Bennelong,UAPP,UAPP_BENN,2788
NSW,105,BENN,Bennelong,DPDA,DPDA_BENN,814
NSW,105,BENN,Bennelong,SOPA,SOPA_BENN,1486
NSW,105,BENN,Bennelong,TNL,TNL_BENN,317
NSW,105,BENN,Bennelong,,Informal,6318
NSW,106,BERO,Berowra,,Informal,6805
NSW,106,BERO,Berowra,IND,WOODWARD,821
NSW,106,BERO,Berowra,IND,BOELE,2322
NSW,106,BERO,Berowra,IND,KITSON,366
NSW,106,BERO,Berowra,IND,DUNCAN-STRELEC,0
NSW,106,BERO,Berowra,IND,CASWELL,1696
NSW,106,BERO,Berowra,ALP,ALP_BERO,26634
NSW,106,BERO,Berowra,LP,LP_BERO,52772
NSW,106,BERO,Berowra,GRN,GRN_BERO,16653
NSW,106,BERO,Berowra,ASP,ASP_BERO,0
NSW,106,BERO,Berowra,ON,ON_BERO,3207
NSW,106,BERO,Berowra,LDP,LDP_BERO,2267
NSW,106,BERO,Berowra,CYA,CYA_BERO,473
NSW,106,BERO,Berowra,UAPP,UAPP_BERO,2869
NSW,106,BERO,Berowra,DPDA,DPDA_BERO,185
NSW,106,BERO,Berowra,SOPA,SOPA_BERO,1553
NSW,107,BLAX,Blaxland,GRN,GRN_BLAX,5680
NSW,107,BLAX,Blaxland,ON,ON_BLAX,3706
NSW,107,BLAX,Blaxland,LDP,LDP_BLAX,918
NSW,107,BLAX,Blaxland,AJP,AJP_BLAX,526
NSW,107,BLAX,Blaxland,UAPP,UAPP_BLAX,6062
NSW,107,BLAX,Blaxland,,Informal,10873
NSW,107,BLAX,Blaxland,IND,CHRISTOU,837
NSW,107,BLAX,Blaxland,ALP,ALP_BLAX,42959
NSW,107,BLAX,Blaxland,LP,LP_BLAX,22639
NSW,108,BRFD,Bradfield,,Informal,4536
NSW,108,BRFD,Bradfield,IND,BOELE,17876
NSW,108,BRFD,Bradfield,IND,KITSON,2652
NSW,108,BRFD,Bradfield,IND,TINK,7574
NSW,108,BRFD,Bradfield,ALP,ALP_BRFD,19743
NSW,108,BRFD,Bradfield,LP,LP_BRFD,48602
NSW,108,BRFD,Bradfield,GRN,GRN_BRFD,9592
NSW,108,BRFD,Bradfield,ON,ON_BRFD,1633
NSW,108,BRFD,Bradfield,LDP,LDP_BRFD,322
NSW,108,BRFD,Bradfield,SPP,SPP_BRFD,354
NSW,108,BRFD,Bradfield,IMO,IMO_BRFD,150
NSW,108,BRFD,Bradfield,UAPP,UAPP_BRFD,2577
NSW,108,BRFD,Bradfield,TNL,TNL_BRFD,259
NSW,109,CALA,Calare,,Informal,4455
NSW,109,CALA,Calare,IND,HOOK,21891
NSW,109,CALA,Calare,UAPP,JANNIS,4067
NSW,109,CALA,Calare,GRN,NANKERVIS,4891
NSW,109,CALA,Calare,NP,GEE,51161
NSW,109,CALA,Calare,ALP,ELLIOTT,16252
NSW,109,CALA,Calare,ON,WHITTAKER,9057
NSW,111,CHIF,Chifley,,Informal,8551
NSW,111,CHIF,Chifley,IND,KHAN,1666
NSW,111,CHIF,Chifley,ALP,ALP_CHIF,46460
NSW,111,CHIF,Chifley,LP,LP_CHIF,21584
NSW,111,CHIF,Chifley,GRN,GRN_CHIF,4975
NSW,111,CHIF,Chifley,ON,ON_CHIF,5444
NSW,111,CHIF,Chifley,LDP,LDP_CHIF,2897
NSW,111,CHIF,Chifley,UAPP,UAPP_CHIF,4637
NSW,112,COOK,Cook,,Informal,4369
NSW,112,COOK,Cook,IND,STEELE,3184
NSW,112,COOK,Cook,IND,SEYMOUR,660
NSW,112,COOK,Cook,ALP,ALP_COOK,24642
NSW,112,COOK,Cook,LP,LP_COOK,55142
NSW,112,COOK,Cook,GRN,GRN_COOK,9687
NSW,112,COOK,Cook,ON,ON_COOK,4536
NSW,112,COOK,Cook,UAPP,UAPP_COOK,4797
NSW,113,COWP,Cowper,,Informal,5658
NSW,113,COWP,Cowper,IND,HEISE,28558
NSW,113,COWP,Cowper,ALP,ALP_COWP,15278
NSW,113,COWP,Cowper,NP,NP_COWP,43124
NSW,113,COWP,Cowper,GRN,GRN_COWP,6387
NSW,113,COWP,Cowper,ON,ON_COWP,8913
NSW,113,COWP,Cowper,LDP,LDP_COWP,4234
NSW,113,COWP,Cowper,UAPP,UAPP_COWP,2618
NSW,114,CUNN,Cunningham,,Informal,6306
NSW,114,CUNN,Cunningham,ALP,ALP_CUNN,46037
NSW,114,CUNN,Cunningham,LP,LP_CUNN,27347
NSW,114,CUNN,Cunningham,GRN,GRN_CUNN,23090
NSW,114,CUNN,Cunningham,CEC,CEC_CUNN,1098
NSW,114,CUNN,Cunningham,ON,ON_CUNN,5994
NSW,114,CUNN,Cunningham,LDP,LDP_CUNN,2578
NSW,114,CUNN,Cunningham,UAPP,UAPP_CUNN,5602
NSW,115,DOBE,Dobell,SOPA,SOPA_DOBE,2194
NSW,115,DOBE,Dobell,,Informal,4917
NSW,115,DOBE,Dobell,ALP,ALP_DOBE,43517
NSW,115,DOBE,Dobell,LP,LP_DOBE,34168
NSW,115,DOBE,Dobell,GRN,GRN_DOBE,8680
NSW,115,DOBE,Dobell,ON,ON_DOBE,7555
NSW,115,DOBE,Dobell,LDP,LDP_DOBE,1536
NSW,115,DOBE,Dobell,UAPP,UAPP_DOBE,3807
NSW,117,EMON,Eden-Monaro,,Informal,7079
NSW,117,EMON,Eden-Monaro,IND,DIGIGLIO,71
NSW,117,EMON,Eden-Monaro,IND,THALER,1676
NSW,117,EMON,Eden-Monaro,IND,MENERIPITIYAGE DONA,225
NSW,117,EMON,Eden-Monaro,IND,ACKERY,4046
NSW,117,EMON,Eden-Monaro,ALP,ALP_EMON,39455
NSW,117,EMON,Eden-Monaro,LP,LP_EMON,35217
NSW,117,EMON,Eden-Monaro,GRN,GRN_EMON,8796
NSW,117,EMON,Eden-Monaro,ASP,ASP_EMON,724
NSW,117,EMON,Eden-Monaro,ON,ON_EMON,4477
NSW,117,EMON,Eden-Monaro,LDP,LDP_EMON,2072
NSW,117,EMON,Eden-Monaro,SPP,SPP_EMON,1788
NSW,117,EMON,Eden-Monaro,AUD,AUD_EMON,499
NSW,117,EMON,Eden-Monaro,IMO,IMO_EMON,723
NSW,117,EMON,Eden-Monaro,UAPP,UAPP_EMON,2708
NSW,118,FARR,Farrer,,Informal,8256
NSW,118,FARR,Farrer,IND,DUNCAN-STRELEC,3189
NSW,118,FARR,Farrer,ALP,ALP_FARR,19097
NSW,118,FARR,Farrer,LP,LP_FARR,52566
NSW,118,FARR,Farrer,GRN,GRN_FARR,9163
NSW,118,FARR,Farrer,ASP,ASP_FARR,5339
NSW,118,FARR,Farrer,ON,ON_FARR,6363
NSW,118,FARR,Farrer,LDP,LDP_FARR,1595
NSW,118,FARR,Farrer,UAPP,UAPP_FARR,3270
NSW,119,FOWL,Fowler,,Informal,10544
NSW,119,FOWL,Fowler,IND,LE,25346
NSW,119,FOWL,Fowler,ALP,ALP_FOWL,32791
NSW,119,FOWL,Fowler,LP,LP_FOWL,15763
NSW,119,FOWL,Fowler,GRN,GRN_FOWL,4373
NSW,119,FOWL,Fowler,ON,ON_FOWL,3241
NSW,119,FOWL,Fowler,LDP,LDP_FOWL,2190
NSW,119,FOWL,Fowler,UAPP,UAPP_FOWL,5885
NSW,120,GILM,Gilmore,,Informal,5082
NSW,120,GILM,Gilmore,IND,DIGIGLIO,4650
NSW,120,GILM,Gilmore,ALP,ALP_GILM,39450
NSW,120,GILM,Gilmore,LP,LP_GILM,46102
NSW,120,GILM,Gilmore,GRN,GRN_GILM,11226
NSW,120,GILM,Gilmore,ON,ON_GILM,4387
NSW,120,GILM,Gilmore,LDP,LDP_GILM,880
NSW,120,GILM,Gilmore,UAPP,UAPP_GILM,3059
NSW,121,GRAY,Grayndler,,Informal,5533
NSW,121,GRAY,Grayndler,IND,KILHAM,1543
NSW,121,GRAY,Grayndler,ALP,ALP_GRAY,55173
NSW,121,GRAY,Grayndler,LP,LP_GRAY,18682
NSW,121,GRAY,Grayndler,GRN,GRN_GRAY,21916
NSW,121,GRAY,Grayndler,CEC,CEC_GRAY,0
NSW,121,GRAY,Grayndler,ON,ON_GRAY,2399
NSW,121,GRAY,Grayndler,SAL,SAL_GRAY,0
NSW,121,GRAY,Grayndler,AJP,AJP_GRAY,908
NSW,121,GRAY,Grayndler,UAPP,UAPP_GRAY,3068
NSW,121,GRAY,Grayndler,SOPA,SOPA_GRAY,999
NSW,122,GREE,Greenway,,Informal,6762
NSW,122,GREE,Greenway,IND,BOSI,2425
NSW,122,GREE,Greenway,IND,NANDA,1219
NSW,122,GREE,Greenway,ALP,ALP_GREE,37966
NSW,122,GREE,Greenway,LP,LP_GREE,28386
NSW,122,GREE,Greenway,GRN,GRN_GREE,6482
NSW,122,GREE,Greenway,ON,ON_GREE,2302
NSW,122,GREE,Greenway,LDP,LDP_GREE,2536
NSW,122,GREE,Greenway,UAPP,UAPP_GREE,3477
NSW,124,HUGH,Hughes,,Informal,5366
NSW,124,HUGH,Hughes,IND,STEELE,10707
NSW,124,HUGH,Hughes,IND,SEYMOUR,2478
NSW,124,HUGH,Hughes,ALP,ALP_HUGH,27501
NSW,124,HUGH,Hughes,LP,LP_HUGH,39793
NSW,124,HUGH,Hughes,GRN,GRN_HUGH,6331
NSW,124,HUGH,Hughes,ON,ON_HUGH,3396
NSW,124,HUGH,Hughes,LDP,LDP_HUGH,1148
NSW,124,HUGH,Hughes,UAPP,UAPP_HUGH,7148
NSW,125,HUME,Hume,,Informal,7014
NSW,125,HUME,Hume,IND,MENERIPITIYAGE DONA,665
NSW,125,HUME,Hume,IND,ACKERY,9264
NSW,125,HUME,Hume,ALP,ALP_HUME,21567
NSW,125,HUME,Hume,LP,LP_HUME,37987
NSW,125,HUME,Hume,GRN,GRN_HUME,5047
NSW,125,HUME,Hume,ASP,ASP_HUME,1791
NSW,125,HUME,Hume,ON,ON_HUME,7092
NSW,125,HUME,Hume,LDP,LDP_HUME,1002
NSW,125,HUME,Hume,UAPP,UAPP_HUME,4894
NSW,126,HUNT,Hunter,,Informal,8319
NSW,126,HUNT,Hunter,IND,BONDS,5354
NSW,126,HUNT,Hunter,IND,LARUFFA,1702
NSW,126,HUNT,Hunter,ALP,ALP_HUNT,41241
NSW,126,HUNT,Hunter,LP,LP_HUNT,2749
NSW,126,HUNT,Hunter,NP,NP_HUNT,25821
NSW,126,HUNT,Hunter,GRN,GRN_HUNT,9227
NSW,126,HUNT,Hunter,ON,ON_HUNT,10558
NSW,126,HUNT,Hunter,LDP,LDP_HUNT,188
NSW,126,HUNT,Hunter,AJP,AJP_HUNT,2160
NSW,126,HUNT,Hunter,IMO,IMO_HUNT,1470
NSW,126,HUNT,Hunter,UAPP,UAPP_HUNT,4137
NSW,127,KSMI,Kingsford Smith,,Informal,4972
NSW,127,KSMI,Kingsford Smith,ALP,ALP_KSMI,46951
NSW,127,KSMI,Kingsford Smith,LP,LP_KSMI,29366
NSW,127,KSMI,Kingsford Smith,GRN,GRN_KSMI,15628
NSW,127,KSMI,Kingsford Smith,ON,ON_KSMI,3447
NSW,127,KSMI,Kingsford Smith,UAPP,UAPP_KSMI,3785
NSW,128,LIND,Lindsay,,Informal,7294
NSW,128,LIND,Lindsay,ALP,ALP_LIND,30512
NSW,128,LIND,Lindsay,LP,LP_LIND,44390
NSW,128,LIND,Lindsay,GRN,GRN_LIND,7614
NSW,128,LIND,Lindsay,ON,ON_LIND,5739
NSW,128,LIND,Lindsay,LDP,LDP_LIND,1488
NSW,128,LIND,Lindsay,IMO,IMO_LIND,1875
NSW,128,LIND,Lindsay,UAPP,UAPP_LIND,4004
NSW,130,LYNE,Lyne,,Informal,7563
NSW,130,LYNE,Lyne,IND,PEARCE,3820
NSW,130,LYNE,Lyne,IND,ATTKINS,5574
NSW,130,LYNE,Lyne,ALP,ALP_LYNE,23024
NSW,130,LYNE,Lyne,NP,NP_LYNE,46661
NSW,130,LYNE,Lyne,GRN,GRN_LYNE,8422
NSW,130,LYNE,Lyne,ON,ON_LYNE,8502
NSW,130,LYNE,Lyne,LDP,LDP_LYNE,6824
NSW,130,LYNE,Lyne,UAPP,UAPP_LYNE,4421
NSW,131,MACA,Macarthur,,Informal,6876
NSW,131,MACA,Macarthur,ALP,ALP_MACA,40456
NSW,131,MACA,Macarthur,LP,LP_MACA,25300
NSW,131,MACA,Macarthur,GRN,GRN_MACA,6761
NSW,131,MACA,Macarthur,ON,ON_MACA,6883
NSW,131,MACA,Macarthur,LDP,LDP_MACA,1846
NSW,131,MACA,Macarthur,UAPP,UAPP_MACA,5062
NSW,132,MACK,Mackellar,ON,ON_MACK,2974
NSW,132,MACK,Mackellar,AJP,AJP_MACK,233
NSW,132,MACK,Mackellar,UAPP,UAPP_MACK,3259
NSW,132,MACK,Mackellar,TNL,TNL_MACK,575
NSW,132,MACK,Mackellar,,Informal,4365
NSW,132,MACK,Mackellar,IND,STEGGALL,5336
NSW,132,MACK,Mackellar,IND,SCAMPS,37724
NSW,132,MACK,Mackellar,ALP,ALP_MACK,9366
NSW,132,MACK,Mackellar,LP,LP_MACK,45313
NSW,132,MACK,Mackellar,GRN,GRN_MACK,7090
NSW,133,MACQ,Macquarie,,Informal,5555
NSW,133,MACQ,Macquarie,ALP,ALP_MACQ,43719
NSW,133,MACQ,Macquarie,LP,LP_MACQ,37529
NSW,133,MACQ,Macquarie,GRN,GRN_MACQ,9905
NSW,133,MACQ,Macquarie,ON,ON_MACQ,5419
NSW,133,MACQ,Macquarie,LDP,LDP_MACQ,1411
NSW,133,MACQ,Macquarie,AJP,AJP_MACQ,2013
NSW,133,MACQ,Macquarie,IMO,IMO_MACQ,1518
NSW,133,MACQ,Macquarie,UAPP,UAPP_MACQ,3042
NSW,315,MCMA,McMahon,IND,NANDA,332
NSW,315,MCMA,McMahon,,Informal,9808
NSW,315,MCMA,McMahon,IND,BOSI,707
NSW,315,MCMA,McMahon,IND,KHAN,173
NSW,315,MCMA,McMahon,ON,ON_MCMA,4561
NSW,315,MCMA,McMahon,ALP,ALP_MCMA,43914
NSW,315,MCMA,McMahon,GRN,GRN_MCMA,5526
NSW,315,MCMA,McMahon,LP,LP_MCMA,25448
NSW,315,MCMA,McMahon,UAPP,UAPP_MCMA,6761
NSW,315,MCMA,McMahon,LDP,LDP_MCMA,3113
NSW,134,MITC,Mitchell,,Informal,4703
NSW,134,MITC,Mitchell,IND,WOODWARD,64
NSW,134,MITC,Mitchell,IND,CASWELL,81
NSW,134,MITC,Mitchell,ALP,ALP_MITC,26600
NSW,134,MITC,Mitchell,LP,LP_MITC,54456
NSW,134,MITC,Mitchell,GRN,GRN_MITC,12448
NSW,134,MITC,Mitchell,ON,ON_MITC,3067
NSW,134,MITC,Mitchell,LDP,LDP_MITC,3463
NSW,134,MITC,Mitchell,CYA,CYA_MITC,26
NSW,134,MITC,Mitchell,UAPP,UAPP_MITC,3631
NSW,134,MITC,Mitchell,SOPA,SOPA_MITC,82
NSW,135,NENG,New England,,Informal,7512
NSW,135,NENG,New England,IND,BONDS,599
NSW,135,NENG,New England,IND,LEDGER,2708
NSW,135,NENG,New England,IND,HOWE,36
NSW,135,NENG,New England,IND,LARUFFA,150
NSW,135,NENG,New England,IND,SHARPHAM,7659
NSW,135,NENG,New England,ALP,ALP_NENG,21633
NSW,135,NENG,New England,NP,NP_NENG,55062
NSW,135,NENG,New England,GRN,GRN_NENG,8141
NSW,135,NENG,New England,ON,ON_NENG,5709
NSW,135,NENG,New England,LDP,LDP_NENG,3263
NSW,135,NENG,New England,AJP,AJP_NENG,181
NSW,135,NENG,New England,IMO,IMO_NENG,118
NSW,135,NENG,New England,UAPP,UAPP_NENG,3126
NSW,135,NENG,New England,IAP,IAP_NENG,53
NSW,136,NEWC,Newcastle,,Informal,6099
NSW,136,NEWC,Newcastle,IND,BONDS,34
NSW,136,NEWC,Newcastle,IND,LARUFFA,13
NSW,136,NEWC,Newcastle,ALP,ALP_NEWC,46839
NSW,136,NEWC,Newcastle,LP,LP_NEWC,25816
NSW,136,NEWC,Newcastle,NP,NP_NEWC,153
NSW,136,NEWC,Newcastle,GRN,GRN_NEWC,21273
NSW,136,NEWC,Newcastle,ON,ON_NEWC,4808
NSW,136,NEWC,Newcastle,AJP,AJP_NEWC,2570
NSW,136,NEWC,Newcastle,CYA,CYA_NEWC,1102
NSW,136,NEWC,Newcastle,IMO,IMO_NEWC,1149
NSW,136,NEWC,Newcastle,UAPP,UAPP_NEWC,2547
NSW,138,PAGE,Page,,Informal,7951
NSW,138,PAGE,Page,IND,HEISE,648
NSW,138,PAGE,Page,IND,LUKE,13734
NSW,138,PAGE,Page,ALP,ALP_PAGE,19819
NSW,138,PAGE,Page,NP,NP_PAGE,48486
NSW,138,PAGE,Page,GRN,GRN_PAGE,8994
NSW,138,PAGE,Page,ON,ON_PAGE,5755
NSW,138,PAGE,Page,LDP,LDP_PAGE,3978
NSW,138,PAGE,Page,CYA,CYA_PAGE,816
NSW,138,PAGE,Page,UAPP,UAPP_PAGE,2487
NSW,138,PAGE,Page,IAP,IAP_PAGE,1733
NSW,138,PAGE,Page,TNL,TNL_PAGE,243
NSW,139,PARK,Parkes,,Informal,8828
NSW,139,PARK,Parkes,IND,HOWE,2155
NSW,139,PARK,Parkes,IND,CIAVARELLA,352
NSW,139,PARK,Parkes,ALP,ALP_PARK,20612
NSW,139,PARK,Parkes,NP,NP_PARK,51697
NSW,139,PARK,Parkes,GRN,GRN_PARK,5002
NSW,139,PARK,Parkes,ASP,ASP_PARK,2214
NSW,139,PARK,Parkes,ON,ON_PARK,8145
NSW,139,PARK,Parkes,LDP,LDP_PARK,6718
NSW,139,PARK,Parkes,IMO,IMO_PARK,1491
NSW,139,PARK,Parkes,UAPP,UAPP_PARK,2752
NSW,139,PARK,Parkes,IAP,IAP_PARK,4413
NSW,140,PARR,Parramatta,,Informal,7781
NSW,140,PARR,Parramatta,IND,WOODWARD,20
NSW,140,PARR,Parramatta,IND,CHRISTOU,2145
NSW,140,PARR,Parramatta,IND,BOSI,140
NSW,140,PARR,Parramatta,IND,NANDA,65
NSW,140,PARR,Parramatta,IND,CASWELL,25
NSW,140,PARR,Parramatta,ALP,ALP_PARR,37183
NSW,140,PARR,Parramatta,LP,LP_PARR,34109
NSW,140,PARR,Parramatta,GRN,GRN_PARR,8849
NSW,140,PARR,Parramatta,ON,ON_PARR,2092
NSW,140,PARR,Parramatta,LDP,LDP_PARR,1586
NSW,140,PARR,Parramatta,AJP,AJP_PARR,1871
NSW,140,PARR,Parramatta,CYA,CYA_PARR,10
NSW,140,PARR,Parramatta,UAPP,UAPP_PARR,3901
NSW,140,PARR,Parramatta,DPDA,DPDA_PARR,209
NSW,140,PARR,Parramatta,SOPA,SOPA_PARR,423
NSW,249,PATE,Paterson,,Informal,5495
NSW,249,PATE,Paterson,IND,ATTKINS,0
NSW,249,PATE,Paterson,IND,PEARCE,0
NSW,249,PATE,Paterson,LP,LP_PATE,39393
NSW,249,PATE,Paterson,ALP,ALP_PATE,41993
NSW,249,PATE,Paterson,GRN,GRN_PATE,8037
NSW,249,PATE,Paterson,NP,NP_PATE,0
NSW,249,PATE,Paterson,LDP,LDP_PATE,1433
NSW,249,PATE,Paterson,ON,ON_PATE,8259
NSW,249,PATE,Paterson,UAPP,UAPP_PATE,4002
NSW,249,PATE,Paterson,IMO,IMO_PATE,1729
NSW,144,REID,Reid,,Informal,6800
NSW,144,REID,Reid,IND,BAINI,2994
NSW,144,REID,Reid,ALP,ALP_REID,40768
NSW,144,REID,Reid,LP,LP_REID,37126
NSW,144,REID,Reid,GRN,GRN_REID,9184
NSW,144,REID,Reid,CEC,CEC_REID,0
NSW,144,REID,Reid,ON,ON_REID,1997
NSW,144,REID,Reid,LDP,LDP_REID,1824
NSW,144,REID,Reid,UAPP,UAPP_REID,2530
NSW,144,REID,Reid,SOPA,SOPA_REID,1553
NSW,145,RICH,Richmond,,Informal,7424
NSW,145,RICH,Richmond,IND,JONES,1974
NSW,145,RICH,Richmond,IND,WARTH,2341
NSW,145,RICH,Richmond,IND,SHARPLES,1274
NSW,145,RICH,Richmond,ALP,ALP_RICH,28733
NSW,145,RICH,Richmond,NP,NP_RICH,23299
NSW,145,RICH,Richmond,GRN,GRN_RICH,25216
NSW,145,RICH,Richmond,ON,ON_RICH,4073
NSW,145,RICH,Richmond,LDP,LDP_RICH,7681
NSW,145,RICH,Richmond,IMO,IMO_RICH,2271
NSW,145,RICH,Richmond,UAPP,UAPP_RICH,2922
NSW,250,RIVE,Riverina,IND,CIAVARELLA,2349
NSW,250,RIVE,Riverina,,Informal,8193
NSW,250,RIVE,Riverina,IND,MENERIPITIYAGE DONA,107
NSW,250,RIVE,Riverina,IND,THALER,368
NSW,250,RIVE,Riverina,ALP,ALP_RIVE,26890
NSW,250,RIVE,Riverina,IND,ACKERY,1209
NSW,250,RIVE,Riverina,NP,NP_RIVE,37086
NSW,250,RIVE,Riverina,LP,LP_RIVE,10293
NSW,250,RIVE,Riverina,ASP,ASP_RIVE,4391
NSW,250,RIVE,Riverina,GRN,GRN_RIVE,7270
NSW,250,RIVE,Riverina,LDP,LDP_RIVE,6186
NSW,250,RIVE,Riverina,ON,ON_RIVE,7928
NSW,250,RIVE,Riverina,AUD,AUD_RIVE,152
NSW,250,RIVE,Riverina,SPP,SPP_RIVE,472
NSW,250,RIVE,Riverina,UAPP,UAPP_RIVE,2962
NSW,250,RIVE,Riverina,IMO,IMO_RIVE,186
NSW,146,ROBE,Robertson,,Informal,6287
NSW,146,ROBE,Robertson,ALP,ALP_ROBE,36309
NSW,146,ROBE,Robertson,LP,LP_ROBE,38556
NSW,146,ROBE,Robertson,GRN,GRN_ROBE,9662
NSW,146,ROBE,Robertson,CEC,CEC_ROBE,272
NSW,146,ROBE,Robertson,ON,ON_ROBE,3707
NSW,146,ROBE,Robertson,LDP,LDP_ROBE,743
NSW,146,ROBE,Robertson,AJP,AJP_ROBE,1949
NSW,146,ROBE,Robertson,CYA,CYA_ROBE,220
NSW,146,ROBE,Robertson,IMO,IMO_ROBE,1114
NSW,146,ROBE,Robertson,UAPP,UAPP_ROBE,2803
NSW,146,ROBE,Robertson,IAP,IAP_ROBE,1127
NSW,146,ROBE,Robertson,SOPA,SOPA_ROBE,8
NSW,148,SHOR,Shortland,,Informal,6750
NSW,148,SHOR,Shortland,IND,BONDS,140
NSW,148,SHOR,Shortland,IND,PAYNTER,2554
NSW,148,SHOR,Shortland,IND,LARUFFA,63
NSW,148,SHOR,Shortland,ALP,ALP_SHOR,41508
NSW,148,SHOR,Shortland,LP,LP_SHOR,32215
NSW,148,SHOR,Shortland,NP,NP_SHOR,638
NSW,148,SHOR,Shortland,GRN,GRN_SHOR,10241
NSW,148,SHOR,Shortland,ON,ON_SHOR,6635
NSW,148,SHOR,Shortland,LDP,LDP_SHOR,2984
NSW,148,SHOR,Shortland,AJP,AJP_SHOR,3086
NSW,148,SHOR,Shortland,IMO,IMO_SHOR,35
NSW,148,SHOR,Shortland,UAPP,UAPP_SHOR,3267
NSW,149,SYDN,Sydney,,Informal,3889
NSW,149,SYDN,Sydney,IND,KILHAM,430
NSW,149,SYDN,Sydney,ALP,ALP_SYDN,56069
NSW,149,SYDN,Sydney,LP,LP_SYDN,21270
NSW,149,SYDN,Sydney,GRN,GRN_SYDN,24959
NSW,149,SYDN,Sydney,CEC,CEC_SYDN,907
NSW,149,SYDN,Sydney,ON,ON_SYDN,1939
NSW,149,SYDN,Sydney,SAL,SAL_SYDN,1376
NSW,149,SYDN,Sydney,AJP,AJP_SYDN,240
NSW,149,SYDN,Sydney,UAPP,UAPP_SYDN,2424
NSW,149,SYDN,Sydney,SOPA,SOPA_SYDN,223
NSW,151,WARR,Warringah,,Informal,3984
NSW,151,WARR,Warringah,IND,STEGGALL,36496
NSW,151,WARR,Warringah,IND,TINK,8205
NSW,151,WARR,Warringah,ALP,ALP_WARR,13431
NSW,151,WARR,Warringah,LP,LP_WARR,38468
NSW,151,WARR,Warringah,GRN,GRN_WARR,8843
NSW,151,WARR,Warringah,ON,ON_WARR,1993
NSW,151,WARR,Warringah,LDP,LDP_WARR,369
NSW,151,WARR,Warringah,AJP,AJP_WARR,1242
NSW,151,WARR,Warringah,SPP,SPP_WARR,385
NSW,151,WARR,Warringah,IMO,IMO_WARR,160
NSW,151,WARR,Warringah,UAPP,UAPP_WARR,2336
NSW,151,WARR,Warringah,TNL,TNL_WARR,310
NSW,251,WATS,Watson,ALP,ALP_WATS,46199
NSW,251,WATS,Watson,,Informal,10151
NSW,251,WATS,Watson,GRN,GRN_WATS,6067
NSW,251,WATS,Watson,LP,LP_WATS,22552
NSW,251,WATS,Watson,UAPP,UAPP_WATS,6039
NSW,251,WATS,Watson,ON,ON_WATS,4516
NSW,152,WENT,Wentworth,,Informal,2926
NSW,152,WENT,Wentworth,IND,SPENDER,31810
NSW,152,WENT,Wentworth,ALP,ALP_WENT,19272
NSW,152,WENT,Wentworth,LP,LP_WENT,40805
NSW,152,WENT,Wentworth,GRN,GRN_WENT,11646
NSW,152,WENT,Wentworth,CEC,CEC_WENT,95
NSW,152,WENT,Wentworth,ON,ON_WENT,1313
NSW,152,WENT,Wentworth,SAL,SAL_WENT,142
